participant,condition,subject,channel,peaks,drops_at
infant,chair,81,ch_0,"[901, 1734, 2757, 3349, 3738, 7486, 13761, 14449, 15521, 15735, 16165, 16396, 16622, 16862, 17084, 17546, 17781, 18016, 18465, 18685, 19132, 19752, 20168, 21172, 25804, 28948, 29416, 30285, 31389, 89, 286, 494, 698, 1110, 1313, 1522, 1934, 2145, 2353, 2554, 2953, 3153, 3542, 3933, 4125, 4322, 4714, 4906, 4517, 5099, 5301, 5494, 5693, 5882, 6082, 6278, 6471, 6670, 6874, 7082, 7286, 7681, 7877, 8073, 8270, 8473, 8669, 8869, 9074, 9294, 9516, 9746, 9973, 10209, 10434, 10650, 10886, 11125, 11557, 11774, 11341, 11989, 12213, 12432, 12640, 12857, 13085, 13316, 13541, 13997, 14232, 14665, 14881, 15097, 15309, 15944, 17312, 18237, 18907, 19341, 19545, 19953, 20369, 20568, 20773, 20973, 21365, 21560, 21753, 21945, 22133, 22324, 22513, 22704, 22892, 23080, 23268, 23453, 23641, 23829, 24013, 24204, 24393, 24588, 24784, 24985, 25188, 25393, 25597, 26005, 26229, 26432, 26644, 26853, 27060, 27265, 27473, 27680, 27880, 28080, 28280, 28488, 28721, 29189, 29637, 29853, 30072, 30501, 30721, 30941, 31168]","31389 → 89, 4906 → 4517, 11774 → 11341"
infant,chair,75,ch_1,"[229, 482, 5421, 6716, 9035, 9508, 9742, 12390, 13120, 14331, 15805, 16303, 18753, 19478, 20207, 22134, 22371, 23307, 24033, 29282, 29528, 740, 977, 1222, 1456, 1705, 1937, 2173, 2414, 2647, 2885, 3132, 3378, 3634, 3893, 4144, 4409, 4656, 4904, 5160, 5675, 5932, 6193, 6449, 6988, 7256, 7513, 7776, 8038, 8284, 8536, 8784, 9275, 9969, 10196, 10432, 10676, 10907, 11156, 11400, 11640, 11892, 12149, 12628, 12876, 13366, 13613, 13850, 14089, 14572, 14810, 15060, 15301, 15540, 16057, 16564, 16824, 17080, 17321, 17562, 17808, 18040, 18275, 18516, 18992, 19236, 19716, 19967, 20441, 20677, 20915, 21154, 21397, 21640, 21889, 22608, 22842, 23073, 23538, 23776, 24289, 24536, 24793, 25054, 25301, 25548, 25806, 26061, 26305, 26553, 26794, 27033, 27273, 27521, 27760, 28015, 28269, 28512, 28772, 29032, 29776, 30025, 30270, 30520]",29528 → 740
infant,chair,61,ch_1,"[3963, 10479, 11758, 14299, 131, 378, 625, 878, 1115, 1355, 1582, 1821, 2071, 2306, 2570, 2807, 3035, 3270, 3495, 3735, 4195, 4415, 4647, 4874, 5110, 5339, 5582, 5824, 6090, 6337, 6586, 6830, 7068, 7333, 7570, 7796, 8042, 8282, 8523, 8779, 9015, 9230, 9444, 9655, 9870, 10071, 10275, 10690, 10891, 11101, 11329, 11552, 11962, 12182, 12395, 12611, 12827, 13083, 13319, 13571, 13814, 14059, 14518, 14729, 14944, 15151, 15363, 15578, 15803, 16032, 16260, 16474, 16683, 16894, 17119, 17339, 17567, 17796, 18010, 18219, 18425, 18635, 18854, 19067, 19283, 19502, 19710, 19915, 20123, 20327, 20534, 20742, 20946, 21155, 21371, 21576, 21783, 22015, 22250, 22471, 22683, 22891, 23103, 23329, 23546, 23787, 24023, 24251, 24479, 24694, 24906, 25115, 25326, 25534, 25741, 25954, 26165, 26374, 26580, 26787, 26987, 27187, 27387, 27599, 27799, 27999, 28203, 28407, 28619, 28823, 29027, 29235, 29442, 29654, 29859, 30079, 30299, 30519]",14299 → 131
infant,chair,52,ch_1,"[2710, 4004, 4692, 4936, 5176, 6376, 7256, 7464, 7672, 8084, 8306, 8526, 8735, 9176, 9416, 10136, 10575, 10791, 11422, 12023, 12410, 12603, 12794, 12984, 13187, 13637, 13875, 14108, 14970, 15367, 15555, 15935, 18742, 19155, 20228, 20448, 21112, 21560, 21786, 22901, 24361, 24556, 24756, 24968, 25178, 25596, 25807, 26015, 26222, 26848, 28637, 29235, 29431, 29818, 30199, 30387, 76, 280, 497, 723, 956, 1221, 1475, 1724, 1986, 2232, 2476, 2931, 3151, 3367, 3578, 3792, 4212, 4440, 5418, 5655, 5895, 6131, 6607, 6828, 7042, 7872, 8952, 9659, 9903, 10353, 11004, 11212, 11620, 11823, 12216, 13412, 14332, 14548, 14760, 15167, 15743, 16123, 16340, 16553, 16771, 16995, 17219, 17439, 17663, 17884, 18099, 18310, 18524, 18945, 19355, 19570, 19783, 20003, 20664, 20884, 21332, 22003, 22224, 22443, 22668, 23120, 23337, 23550, 23759, 23964, 24163, 25384, 26432, 26636, 27048, 27251, 27450, 27646, 27848, 28041, 28239, 28436, 28836, 29036, 29624, 30009, 30572, 30751, 30932]",30387 → 76
infant,chair,34,ch_1,"[40, 240, 448, 656, 861, 1072, 1281, 1491, 1703, 1915, 2127, 2341, 2553, 2764, 2982, 3199, 3419, 3639, 3852, 4060, 4272, 4481, 4684, 4895, 5105, 5312, 5521, 5731, 5938, 6151, 6367, 6580, 6792, 7012, 7229, 7437, 7654, 7876, 8098, 8321, 8542, 8760, 8984, 9196, 9413, 9635, 9854, 10072, 10291, 10511, 10740, 10996, 11252, 11521, 11792, 12050, 12303, 12551, 12795, 13031, 13263, 13484, 13707, 13925, 14135, 14343, 14548, 14751, 14957, 15163, 15366, 15572, 15779, 15988, 16176, 16393, 16593, 16792, 16989, 17188, 17392, 17599, 17808, 18023, 18244, 18469, 18693, 18916, 19139, 19360, 19577, 19795, 20011, 20220, 20423, 20628, 21033, 20839, 21234, 21431, 21631, 21835, 22041, 22247, 22457, 22663, 22875, 23089, 23304, 23522, 23741, 23959, 24175, 24384, 24597, 24808, 25020, 25235, 25447, 25662, 25874, 26084, 26290, 26496, 26899, 27097, 27293, 27487, 27679, 27871, 28063, 28256, 28448, 28644, 26697, 28840, 29034, 29230, 29420, 29612, 29801, 29990, 30179, 30368, 30562]","21033 → 20839, 28644 → 26697"
infant,chair,79,ch_2,"[862, 1544, 1772, 2239, 2476, 2972, 3490, 4016, 5012, 5267, 5516, 5999, 6248, 6739, 7480, 7715, 7951, 9211, 9724, 11263, 11532, 12524, 12768, 13011, 13260, 13736, 13966, 14199, 15399, 15641, 15884, 16116, 16339, 17027, 18163, 18864, 19552, 20239, 20676, 21338, 21560, 22268, 22796, 23284, 23523, 24692, 24932, 25412, 25648, 26584, 27068, 27304, 27527, 27752, 27984, 28208, 29547, 29989, 30204, 30419, 30843, 164, 396, 640, 1092, 1316, 2004, 2720, 3220, 3760, 4268, 4520, 4767, 5748, 6488, 6988, 7231, 8196, 8444, 8699, 8955, 9456, 9988, 10244, 10496, 10756, 11008, 11792, 12031, 12272, 13500, 14444, 14684, 14916, 15156, 16556, 16792, 17248, 17476, 17708, 17932, 18621, 18392, 19096, 19320, 19780, 20012, 20456, 20893, 21116, 21780, 22028, 23044, 22532, 23756, 23988, 24216, 24448, 25172, 25880, 26112, 26348, 28428, 28648, 26824, 28876, 29108, 29324, 29764, 30628]","30843 → 164, 18621 → 18392, 23044 → 22532, 28648 → 26824"
infant,chair,20,ch_1,"[680, 907, 1160, 1440, 1995, 1699, 2276, 456, 225, 2540, 2856, 3116, 3367, 3640, 3896, 4152, 4487, 4731, 4975, 5208, 5436, 5668, 5896, 6123, 6360, 6579, 6792, 7011, 7224, 7432, 7651, 7864, 8068, 8268, 8468, 8663, 8879, 9300, 9539, 9763, 9976, 10207, 10427, 10639, 10875, 11208, 11463, 11731, 11963, 12187, 12528, 12859, 13180, 13460, 13688, 13900, 14115, 14339, 14563, 14771, 15412, 15179, 14988, 15640, 15868, 16095, 16399, 16631, 16868, 17103, 17316, 17559, 17836, 18075, 18307, 18543, 18772, 19023, 19259, 19503, 19733, 19960, 20196, 20415, 20628, 21068, 21276, 21488, 21699, 21911, 20731, 22123, 22331, 22543, 22745, 23160, 23339, 23548, 23944, 24427, 24655, 23828, 24887, 25140, 25387, 25635, 25884, 26144, 26391, 26637, 26868, 27095, 27344, 27594, 27824, 28052, 28260, 28492, 28724, 28949, 29227, 29539, 29658, 29783, 29993, 30209, 30624, 31235, 31039, 30844, 30719]","1995 → 1699, 2276 → 456, 456 → 225, 15412 → 15179, 15179 → 14988, 21911 → 20731, 24655 → 23828, 31235 → 31039, 31039 → 30844, 30844 → 30719"
infant,chair,26,ch_0,"[54, 280, 511, 744, 984, 1232, 1472, 1724, 1971, 2219, 2463, 2700, 2931, 3164, 3388, 3612, 3844, 4064, 4292, 4523, 4747, 4975, 5204, 5432, 5659, 5877, 6100, 6347, 6568, 6804, 7040, 7272, 7520, 7772, 8027, 8288, 8539, 8791, 9036, 9268, 9505, 9739, 9971, 10200, 10431, 10656, 10883, 11108, 11336, 11564, 11799, 12039, 12272, 12509, 12752, 12988, 13228, 13464, 13692, 13923, 14148, 14376, 14600, 14828, 15291, 15058, 15531, 15995, 15768, 16232, 16462, 16693, 16906, 17129, 17355, 17593, 17836, 18080, 18316, 18559, 18796, 19036, 19269, 19511, 19736, 19955, 20176, 20393, 20604, 20826, 21040, 21260, 21479, 21696, 21924, 22156, 22387, 22615, 22845, 23072, 23303, 23527, 23749, 23976, 24199, 24423, 24643, 24865, 25087, 25307, 25748, 25527, 25967, 26195, 26424, 26648, 26876, 27104, 27332, 27564, 27800, 28024, 28244, 28464, 28687, 28911, 29136, 29368, 29600, 29840, 30083, 30324, 30560, 30795, 31028]","15291 → 15058, 15995 → 15768, 25748 → 25527"
infant,chair,08,ch_1,"[63, 338, 651, 975, 1315, 1671, 1991, 2279, 2591, 2943, 3263, 3560, 3859, 4167, 4467, 4775, 5071, 5355, 5638, 5923, 6215, 6507, 6799, 7079, 7351, 7619, 7891, 8171, 8455, 8747, 9059, 9386, 9731, 10067, 10387, 10700, 11007, 11291, 11563, 11839, 12111, 12383, 12683, 12994, 13315, 13623, 13903, 14190, 14475, 14759, 15027, 15299, 15571, 15851, 16131, 16423, 16711, 16995, 17271, 17555, 17831, 18111, 18379, 18655, 18943, 19247, 19535, 19823, 20127, 20427, 20715, 20999, 21295, 21579, 21867, 22155, 22459, 22763, 23067, 23391, 23771, 24147, 24507, 24867, 25235, 25623, 26007, 26379, 26739, 27099, 27471, 28243, 28631, 27871, 29023, 29411, 29803, 30191, 29963, 30571, 30751, 30963]","28631 → 27871, 30191 → 29963"
infant,chair,29,ch_2,"[204, 435, 659, 880, 1112, 1343, 1576, 1808, 2040, 2279, 2512, 2760, 2995, 3236, 3471, 3719, 3956, 4191, 4420, 4667, 4912, 5176, 5443, 5695, 5959, 6211, 6448, 6694, 6976, 7251, 7516, 7756, 8007, 8266, 8507, 8728, 8951, 9377, 10028, 10231, 10448, 10656, 10892, 11111, 11335, 11556, 11767, 12201, 12432, 12652, 12876, 13084, 13301, 13947, 14151, 15045, 14810, 15269, 15736, 15967, 16240, 16492, 16744, 16996, 17255, 17491, 17728, 17959, 18196, 18431, 18660, 18895, 19120, 19351, 19600, 19836, 20076, 20323, 20560, 20796, 21035, 21260, 21479, 21688, 21904, 22116, 22336, 22555, 22776, 22991, 23220, 23452, 23671, 23887, 24099, 24307, 24513, 24723, 24931, 25135, 25340, 25548, 25785, 26031, 26255, 26471, 26688, 26903, 27116, 27329, 27540, 27747, 27955, 28159, 28368, 28572, 28777, 28983, 29195, 29407, 29615, 29820, 30028, 30236, 30448, 30663, 30875, 31095]",15045 → 14810
infant,chair,54,ch_2,"[161, 1292, 1989, 2225, 2465, 2704, 4137, 5241, 5881, 7589, 7813, 9065, 9461, 9849, 10243, 10829, 12181, 12568, 12773, 13176, 13953, 15140, 15349, 15996, 16213, 16424, 17261, 17928, 18361, 19373, 20001, 21648, 22245, 22449, 22657, 22857, 23056, 24408, 24597, 24783, 24970, 25157, 25341, 26092, 26481, 28464, 29769, 30136, 381, 605, 833, 1061, 1517, 1753, 2945, 3185, 3425, 3665, 3901, 4365, 4593, 4809, 5021, 5461, 5673, 6085, 6293, 6497, 6706, 6917, 7133, 7365, 8029, 8241, 8657, 8861, 9261, 9653, 10045, 10441, 10633, 11021, 11213, 11402, 11597, 11790, 8449, 11985, 12369, 12976, 13369, 13561, 13756, 14145, 14341, 14533, 14733, 14933, 15561, 15777, 16625, 16829, 17045, 17477, 17705, 18145, 18565, 18765, 18961, 19165, 19581, 19789, 20213, 20429, 20637, 20838, 21037, 21237, 21441, 21849, 22045, 23252, 23449, 23645, 23837, 24026, 24217, 26681, 26885, 25528, 25721, 25905, 26281, 27098, 27302, 27505, 27697, 27892, 28084, 28273, 28649, 28837, 29025, 29209, 29394, 29581, 29952, 30317, 30500]","30136 → 381, 11790 → 8449, 26885 → 25528"
infant,chair,69,ch_0,"[7577, 8820, 9292, 732, 3332, 5200, 5848, 6760, 11180, 12200, 12988, 14208, 15600, 16000, 17378, 21084]",9292 → 732
infant,chair,63,ch_2,"[139, 351, 560, 772, 984, 1196, 1412, 1635, 1852, 2075, 2296, 2507, 2712, 2920, 3127, 3328, 3531, 3731, 3928, 4124, 4320, 4515, 4712, 4912, 5108, 5308, 5504, 5704, 5900, 6096, 6295, 6495, 6695, 6891, 7091, 7288, 7488, 7687, 7899, 8123, 8343, 8559, 8772, 8987, 9192, 9396, 9600, 9804, 10007, 10208, 10404, 10603, 10796, 10992, 11188, 11388, 11584, 11804, 12020, 12236, 12452, 12668, 12883, 13088, 13295, 13500, 13711, 13916, 14120, 14328, 14743, 14952, 15384, 15592, 15175, 14528, 15799, 16012, 16225, 16436, 16647, 16851, 17060, 17272, 17479, 17687, 17896, 18104, 18312, 18527, 18739, 18947, 19160, 19372, 19587, 19804, 20023, 20244, 20467, 20692, 20920, 21148, 21376, 21604, 21836, 22063, 22283, 22508, 22736, 22963, 23188, 23412, 23636, 23859, 24083, 24305, 24528, 24751, 24967, 25183, 25404, 25624, 25848, 26068, 26291, 26516, 26740, 26964, 27184, 27404, 27627, 27848, 28068, 28291, 28512, 28724, 28932, 29140, 29347, 29551, 29756, 29963, 30161, 30360, 30564, 30768, 30980]","15592 → 15175, 15175 → 14528"
infant,chair,58,ch_2,"[591, 1051, 1530, 1762, 2459, 2911, 3167, 3431, 3677, 3918, 4158, 4395, 4633, 4875, 5115, 5349, 5583, 5827, 6303, 6551, 6794, 7034, 7499, 7971, 8195, 8906, 9370, 9842, 10298, 11003, 11238, 11686, 11907, 12371, 12843, 13325, 13575, 13819, 14055, 14295, 14530, 14754, 15189, 15423, 15879, 16122, 16627, 16897, 17421, 18235, 18515, 18775, 19030, 19587, 19846, 21134, 21379, 21846, 22094, 22346, 22594, 22834, 23090, 23349, 23615, 23865, 24127, 24374, 24615, 24865, 25106, 25339, 25569, 25799, 26018, 26242, 26470, 26698, 26951, 27215, 27466, 28679, 28911, 29139, 29366, 29590, 30467, 30911, 147, 363, 819, 1287, 1991, 2227, 2679, 6063, 7267, 7735, 8431, 8667, 9143, 9603, 10074, 10531, 10771, 11462, 12139, 12602, 13083, 14966, 15651, 16371, 17151, 17695, 17967, 19307, 20119, 20383, 20631, 20882, 21611, 27703, 27943, 28187, 28435, 29807, 30027, 30243, 30679]",30911 → 147
infant,chair,11,ch_1,"[192, 400, 604, 816, 1016, 1216, 1388, 1608, 1796, 2180, 1988, 2368, 2556, 2744, 2928, 3120, 3316, 3504, 3700, 3900, 4092, 4284, 4476, 4668, 4864, 5064, 5264, 5460, 5660, 5856, 6052, 6248, 6440, 6636, 6828, 7028, 7232, 7460, 7688, 7920, 8144, 8380, 8604, 8832, 9064, 9284, 9508, 9728, 9944, 10152, 10364, 10572, 10788, 11004, 11208, 11420, 11632, 11840, 12052, 12268, 12488, 12708, 12924, 13144, 13356, 13568, 13784, 13996, 14212, 14416, 14624, 14832, 15040, 15252, 15460, 15676, 15880, 16088, 16300, 16508, 16716, 16920, 17124, 17332, 17536, 17744, 17948, 18156, 18368, 18584, 18800, 19020, 19232, 19440, 19648, 19852, 20068, 20280, 20496, 20708, 20916, 21124, 21324, 21527, 21720, 21916, 22116, 22316, 22516, 22720, 22924, 23132, 23340, 23540, 23748, 23948, 24156, 24360, 24572, 24780, 24992, 25195, 25407, 25620, 25828, 26036, 26240, 26448, 26672, 26900, 27144, 27400, 27644, 27904, 28176, 28468, 28728, 28992, 29252, 29492, 29732, 29960, 30184, 30396, 30616, 30824, 31032, 31236]",2180 → 1988
infant,chair,43,ch_2,"[30621, 162, 374, 593, 810, 1029, 1253, 1477, 1710, 1937, 2170, 2406, 2641, 2870, 3098, 3334, 3558, 3781, 3998, 4225, 4445, 4669, 4894, 5129, 5365, 5593, 5825, 6061, 6310, 6542, 6814, 7073, 7334, 7593, 7842, 8070, 8309, 8553, 8797, 9289, 9530, 9038, 9790, 10042, 10298, 10561, 10825, 11081, 11350, 11610, 11865, 12109, 12345, 12578, 12810, 13057, 13282, 13522, 13762, 14013, 14257, 14741, 14982, 14495, 15225, 15466, 15901, 15695, 16165, 16398, 16645, 16885, 17110, 17327, 17539, 17758, 17982, 18202, 18422, 18637, 18850, 19069, 19290, 19514, 19726, 19950, 20190, 20398, 20622, 20841, 21266, 21477, 21057, 21694, 21906, 22117, 22330, 22542, 22757, 22969, 23186, 23398, 23609, 23822, 24038, 24258, 24481, 24709, 24933, 25143, 25357, 25569, 25770, 25970, 26170, 26373, 26581, 26789, 26998, 27209, 27422, 27646, 27865, 28082, 28294, 28510, 28734, 28953, 29161, 29366, 29574, 29786, 29993, 30201, 30414]","30621 → 162, 9530 → 9038, 14982 → 14495, 15901 → 15695, 21477 → 21057"
infant,chair,06,ch_2,"[369, 649, 1780, 2332, 3605, 3864, 4117, 4369, 4616, 5357, 933, 1221, 1509, 2065, 2605, 2857, 3109, 3361, 4869, 5114, 5588, 5817, 6049, 6273, 6496, 6717, 7469, 6953, 7749, 8041, 8345, 8660, 8973, 9257, 9549, 9829, 7201, 10089, 10349, 10613, 10872, 11125, 11385, 11641, 11913, 12173, 12429, 12677, 12921, 13168, 13421, 13661, 13901, 14141, 14389, 14636, 14877, 15125, 15369, 15608, 15853, 16096, 16341, 16589, 16837, 17096, 17373, 17917, 18173, 18425, 18672, 18921, 19165, 19401, 19645, 19889, 20133, 20385, 20629, 20876, 21113, 21353, 17649, 21592, 21833, 22072, 22312, 22557, 22797, 23029, 23253, 23477, 23705, 23936, 24157, 24397, 24625, 24857, 25081, 25309, 25549, 25785, 26016, 26249, 26477, 26708, 26937, 27161, 27369, 27589, 27801, 28008, 28213, 28421, 28636, 28844, 29057, 29269, 29486, 29705, 29928, 30149, 30365, 30577, 30789, 30999]","5357 → 933, 7469 → 6953, 9829 → 7201, 21353 → 17649"
infant,chair,70,ch_2,"[1793, 2721, 2956, 7537, 9768, 11148, 14848, 18324, 24141, 164, 397, 629, 860, 1089, 1324, 1557, 2021, 2252, 2485, 3189, 3429, 3673, 3917, 4161, 4408, 4649, 4889, 5129, 5373, 5613, 5852, 6089, 6325, 6561, 6797, 7037, 7285, 7785, 8041, 8293, 8545, 8793, 9041, 9285, 9528, 10001, 10233, 10461, 10692, 10917, 11376, 11601, 11828, 12053, 12277, 12504, 12736, 12965, 13200, 13433, 13665, 13901, 14141, 14380, 14613, 15077, 15305, 15533, 15761, 15992, 16221, 16449, 16681, 16913, 17144, 17376, 17609, 17848, 18084, 18561, 18804, 19041, 19277, 19517, 19752, 19989, 20225, 20461, 20696, 20925, 21157, 21388, 21617, 21853, 22081, 22309, 22537, 22765, 22992, 23220, 23449, 23677, 23909, 24373, 24605, 24837, 25065, 25293, 25521, 25749, 25985, 26213, 26440, 26673, 26905, 27133, 27365, 27589, 27817, 28041, 28265, 28489, 28712, 28932, 29157, 29381, 29608, 29833, 30057, 30281, 30508, 30737, 30964]",24141 → 164
infant,chair,16,ch_0,"[99, 303, 501, 700, 901, 1104, 1305, 1496, 1696, 1885, 2084, 2272, 2464, 2655, 2852, 3055, 3261, 3460, 3656, 3855, 4051, 4244, 4439, 4635, 4828, 5027, 5435, 5633, 5218, 5833, 6221, 6416, 6609, 6804, 6992, 7180, 6031, 7371, 7557, 7752, 7935, 8124, 8315, 8504, 8696, 8893, 9091, 9291, 9491, 9688, 9880, 10090, 10292, 10500, 10705, 10908, 11120, 11320, 11520, 11719, 11915, 12112, 12304, 12499, 12696, 12900, 13108, 13311, 13512, 13711, 13903, 14099, 14295, 14483, 14683, 14873, 15076, 15271, 15464, 15660, 15856, 16051, 16248, 16443, 16640, 16840, 17040, 17240, 17440, 17639, 17835, 18027, 18216, 18407, 18599, 18788, 18979, 19173, 19368, 19562, 19757, 19948, 20143, 20339, 20532, 20734, 20927, 21127, 21327, 21523, 21724, 21919, 22115, 22308, 22508, 22712, 22907, 23104, 23300, 23496, 23692, 23888, 24080, 24271, 24464, 24656, 24852, 25048, 25235, 25419, 25613, 25803, 25991, 26180, 26375, 26564, 26763, 26956, 27155, 27352, 27549, 27746, 27940, 28134, 28332, 28527, 28727, 28923, 29121, 29310, 29511, 29701, 29903, 30100, 30296, 30500, 30706, 30911]","5633 → 5218, 7180 → 6031"
infant,chair,55,ch_2,"[233, 471, 953, 1201, 1453, 1704, 2452, 2934, 3173, 3408, 3653, 4372, 4608, 5536, 6471, 6712, 6965, 7732, 8712, 8955, 9195, 9442, 9680, 10376, 10818, 11041, 11261, 11916, 13004, 13649, 13867, 14081, 14297, 14512, 14730, 15168, 15396, 15625, 15853, 16086, 16320, 16553, 16785, 17014, 17243, 17472, 17701, 18408, 18645, 19369, 19619, 19868, 20377, 20873, 21608, 21849, 22084, 22548, 22779, 23007, 23236, 23469, 24149, 24377, 24604, 24828, 25059, 25292, 25520, 25752, 26660, 26884, 27781, 28225, 29593, 29824, 30069, 30317, 31304, 31552, 31796, 33512, 33999, 34244, 34481, 34720, 34965, 35221, 35474, 35725, 35969, 36469, 36720, 36976, 37232, 37485, 38260, 38504, 38749, 39000, 705, 1960, 2205, 2697, 3897, 4133, 4841, 5073, 5305, 5773, 6000, 6233, 7221, 7477, 7981, 8225, 8469, 9917, 10145, 10597, 11697, 12132, 12352, 12569, 11478, 12788, 13216, 13432, 14949, 17937, 18169, 18877, 19113, 20125, 20625, 21125, 21369, 22313, 23693, 23917, 25981, 26436, 26209, 27109, 27332, 27557, 28005, 28449, 28677, 28897, 29125, 29361, 30557, 30805, 31049, 32040, 32281, 32533, 32785, 33269, 33024, 33757, 36217, 37749, 38009, 39253]","39000 → 705, 12569 → 11478, 26436 → 26209, 33269 → 33024"
infant,chair,80,ch_2,"[120, 303, 487, 671, 856, 1047, 1240, 1432, 1631, 1828, 2027, 2223, 2423, 2619, 2816, 3015, 3212, 3408, 3609, 3807, 4003, 4196, 4391, 4584, 4783, 4979, 5180, 5380, 5576, 5783, 6007, 6220, 6427, 6629, 6831, 7024, 7219, 7411, 7607, 7807, 8011, 8211, 8419, 8635, 8852, 9079, 9307, 9524, 9735, 9936, 10139, 10339, 10540, 10739, 10935, 11135, 11336, 11533, 11728, 11924, 12120, 12315, 12511, 12704, 12900, 13099, 13295, 13488, 13683, 13879, 14072, 14459, 14264, 14653, 14851, 15051, 15252, 15447, 15640, 15832, 16024, 16220, 16412, 16607, 16800, 16992, 17188, 17384, 17583, 17783, 18183, 17983, 18380, 18585, 18783, 18979, 19172, 19365, 19561, 19759, 19965, 20165, 20364, 20559, 20755, 20951, 21144, 21339, 21528, 21719, 21908, 22096, 22280, 22464, 22646, 22828, 23012, 23199, 23387, 23571, 23756, 23943, 24131, 24511, 24703, 24896, 25087, 25280, 25472, 25667, 25860, 26056, 26252, 26440, 26632, 26824, 27015, 27208, 27399, 27595, 27787, 27979, 28167, 28356, 28733, 28544, 28923, 29111, 29299, 29489, 29680, 29871, 30067, 30260, 30456, 30651, 30844, 31039]","14459 → 14264, 18183 → 17983, 28733 → 28544"
infant,chair,60,ch_0,"[11386, 11620, 12075, 12759, 13890, 14826, 16659, 17355, 17579, 22123, 22822, 23714, 24787, 25222, 26624, 27096, 27334, 27594, 28518, 28743, 28967, 29193, 29614, 29818, 30022, 30224, 30424, 31015, 31410, 151, 372, 591, 819, 1039, 1266, 1487, 1710, 1951, 2186, 2443, 2690, 2915, 3151, 3382, 3598, 3811, 4026, 4250, 4487, 4720, 4978, 5223, 5466, 5714, 5955, 6206, 6438, 6695, 6938, 7166, 7399, 7630, 7850, 8070, 8306, 8564, 8826, 9074, 9331, 9574, 9802, 10027, 10263, 10499, 10718, 10937, 11154, 11846, 12299, 12530, 12982, 13213, 13435, 13667, 14106, 14339, 14586, 15047, 15274, 15498, 15727, 15958, 16187, 16422, 16883, 17123, 17822, 18066, 18314, 18567, 18818, 19074, 19330, 19566, 19799, 20039, 20267, 20503, 20734, 20968, 21211, 21446, 21672, 21891, 22359, 22586, 23046, 23271, 23496, 23923, 24136, 24347, 24563, 25006, 25446, 25678, 25922, 26151, 26394, 26862, 27820, 28059, 28282, 29403, 30622, 30815, 31207]",31410 → 151
infant,chair,71,ch_2,"[274, 491, 1144, 1366, 1599, 1848, 2307, 2776, 3232, 4187, 4686, 4927, 5161, 5865, 6559, 7471, 7702, 8683, 10339, 10568, 10791, 11459, 13404, 14497, 15150, 15362, 15571, 15779, 16404, 16607, 16807, 18860, 20359, 20796, 21455, 22122, 22768, 22980, 23783, 24567, 24767, 25165, 25365, 25572, 25783, 26209, 26412, 26618, 26822, 27023, 27428, 28040, 28246, 28451, 28658, 29687, 29892, 30732, 30940, 68, 700, 917, 2076, 2536, 3003, 3472, 3713, 3949, 4431, 5395, 5629, 6101, 6332, 6788, 7016, 7241, 7932, 8168, 8422, 8928, 9168, 9408, 9647, 9887, 10112, 11015, 11236, 11681, 11895, 12112, 12324, 12539, 12751, 12966, 13184, 13627, 13849, 14061, 14279, 14712, 14928, 15984, 16196, 17004, 17204, 17408, 17609, 17812, 18016, 18224, 18436, 18648, 19072, 19284, 19500, 19714, 19928, 20140, 20572, 21015, 21236, 21672, 21896, 22340, 22552, 23188, 23388, 23587, 23976, 24168, 24368, 24967, 25996, 27224, 27628, 27836, 28867, 29077, 29283, 29487, 30101, 30315, 30524]",30940 → 68
infant,chair,24,ch_2,"[135, 327, 520, 712, 908, 1104, 1300, 1496, 1696, 1899, 2100, 2304, 2508, 2715, 2920, 3124, 3335, 3544, 3752, 3964, 4171, 4380, 4588, 4791, 4999, 5212, 5424, 5636, 5851, 6064, 6275, 6484, 6695, 6900, 7104, 7304, 7504, 7703, 7907, 8111, 8315, 8520, 8728, 8928, 9135, 9336, 9536, 9736, 9940, 10143, 10348, 10548, 10819, 10944, 11143, 11335, 11527, 11719, 11908, 12099, 12288, 12480, 12671, 12860, 13056, 13252, 13448, 13648, 13849, 14052, 14255, 14459, 14663, 14868, 15075, 15275, 15480, 15692, 15900, 16100, 16299, 16495, 16692, 16891, 17088, 17284, 17483, 17676, 17872, 18067, 18260, 18452, 18644, 18836, 19027, 19216, 19407, 19596, 19787, 19975, 20163, 20351, 20539, 20724, 20915, 21104, 21291, 21480, 21668, 21859, 22052, 22252, 22451, 22643, 23031, 23220, 23408, 23595, 22839, 23780, 23967, 24152, 24336, 24523, 24712, 24903, 25095, 25287, 25483, 25676, 25879, 26083, 26288, 26496, 26704, 26915, 27128, 27340, 27547, 27755, 27963, 28172, 28375, 28576, 28779, 28979, 29384, 29182, 29579, 29775, 29971, 30171, 30372, 30576, 30779, 30976, 31172, 31372, 31564, 31760, 31952, 32148, 32344]","23595 → 22839, 29384 → 29182"
